contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,underlying_symbol,option_type,expiration_date,quote_timestamp,downloaded_at,source
SPY260605P00667000,2026-05-07 19:19:17+00:00,667.0,1.46,1.33,1.36,0.00999999,0.68965447,49.0,128.0,0.2186357434082031,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00668000,2026-05-07 18:04:26+00:00,668.0,1.45,1.37,1.4,-0.029999971,-2.027025,15.0,221.0,0.21735401794433595,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00669000,2026-05-07 18:28:59+00:00,669.0,1.47,1.41,1.43,-0.01999998,-1.3422806,6.0,103.0,0.2156450506591797,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00670000,2026-05-07 19:20:25+00:00,670.0,1.47,1.45,1.47,-0.100000024,-6.3694277,76.0,881.0,0.2142412561035156,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00671000,2026-05-07 19:25:06+00:00,671.0,1.66,1.49,1.52,0.07999992,5.0632863,39.0,96.0,0.21314263427734376,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00672000,2026-05-07 17:27:03+00:00,672.0,1.76,1.53,1.56,0.110000014,6.666668,22.0,201.0,0.21167780517578122,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00673000,2026-05-07 18:10:08+00:00,673.0,1.62,1.57,1.6,-0.09000003,-5.26316,105.0,94.0,0.21015194152832029,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00674000,2026-05-07 18:44:19+00:00,674.0,1.7,1.62,1.65,-0.01999998,-1.1627896,32.0,158.0,0.20887021606445308,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00675000,2026-05-07 20:14:58+00:00,675.0,1.67,1.67,1.69,-0.07000005,-4.0229917,424.0,1352.0,0.20728331787109372,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00676000,2026-05-07 18:40:43+00:00,676.0,1.79,1.71,1.74,-0.03000009,-1.6483566,101.0,108.0,0.2059405578613281,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00677000,2026-05-07 19:31:03+00:00,677.0,1.9,1.76,1.79,0.059999943,3.2608664,201.0,191.0,0.204536763305664,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00678000,2026-05-07 18:50:24+00:00,678.0,2.03,1.81,1.85,0.13999999,7.4074063,30.0,97.0,0.20337710693359373,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00679000,2026-05-07 19:02:24+00:00,679.0,2.0,1.87,1.9,0.0,0.0,35.0,597.0,0.2018512432861328,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00680000,2026-05-07 19:32:59+00:00,680.0,2.02,1.92,1.96,-0.00999999,-0.49261037,199.0,1186.0,0.2005695178222656,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00681000,2026-05-07 20:11:47+00:00,681.0,2.01,1.98,2.02,-0.1500001,-6.9444485,5.0,270.0,0.1992267578125,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00682000,2026-05-07 19:17:59+00:00,682.0,2.21,2.04,2.08,0.049999952,2.3148124,40.0,210.0,0.19782296325683596,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00683000,2026-05-07 18:13:51+00:00,683.0,2.22,2.11,2.14,0.03999996,1.8348606,32.0,189.0,0.19641916870117188,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00684000,2026-05-07 18:11:44+00:00,684.0,2.27,2.17,2.21,0.029999971,1.3392844,25.0,645.0,0.1951374432373047,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00685000,2026-05-07 20:02:43+00:00,685.0,2.2,2.24,2.27,-0.13999987,-5.9829006,391.0,1158.0,0.19361157958984376,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00686000,2026-05-07 19:16:03+00:00,686.0,2.43,2.31,2.34,0.029999971,1.2499988,8.0,504.0,0.1922077850341797,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00687000,2026-05-07 19:17:32+00:00,687.0,2.51,2.38,2.42,0.059999943,2.4489772,4.0,308.0,0.19104812866210938,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00688000,2026-05-07 19:38:27+00:00,688.0,2.56,2.46,2.49,0.089999914,3.643721,204.0,296.0,0.1895527822875977,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00689000,2026-05-07 19:16:03+00:00,689.0,2.66,2.53,2.57,0.08000016,3.1007817,104.0,483.0,0.18824053955078124,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00690000,2026-05-07 20:02:24+00:00,690.0,2.64,2.61,2.65,-0.03999996,-1.4925358,780.0,9763.0,0.1868367449951172,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00691000,2026-05-07 19:47:44+00:00,691.0,2.78,2.7,2.74,0.03999996,1.4598526,140.0,364.0,0.18561605407714843,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00692000,2026-05-07 19:38:29+00:00,692.0,2.89,2.78,2.82,0.06000018,2.1201477,80.0,369.0,0.1840901904296875,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00693000,2026-05-07 19:33:38+00:00,693.0,3.05,2.87,2.91,0.14999986,5.1724086,47.0,262.0,0.18274743041992186,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00694000,2026-05-07 19:14:10+00:00,694.0,3.1,2.97,3.01,0.049999952,1.6393427,67.0,137.0,0.1815267395019531,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00695000,2026-05-07 20:04:54+00:00,695.0,3.01,3.07,3.11,-0.1400001,-4.4444475,163.0,674.0,0.18021449676513673,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00696000,2026-05-07 19:46:08+00:00,696.0,3.24,3.17,3.21,0.049999952,1.5673966,53.0,519.0,0.17884121948242188,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00697000,2026-05-07 19:42:49+00:00,697.0,3.4,3.27,3.31,0.0400002,1.1904821,36.0,502.0,0.17737639038085937,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00698000,2026-05-07 20:00:23+00:00,698.0,3.47,3.38,3.42,0.06999993,2.0588214,51.0,1064.0,0.176064147644043,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00699000,2026-05-07 19:25:46+00:00,699.0,3.7,3.49,3.53,0.21000004,6.017193,169.0,196.0,0.1746603530883789,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00700000,2026-05-07 20:13:58+00:00,700.0,3.68,3.61,3.65,0.09000015,2.506968,20610.0,2912.0,0.1733481103515625,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00701000,2026-05-07 19:21:52+00:00,701.0,3.92,3.73,3.77,0.11000013,2.8871427,32.0,464.0,0.1719748330688477,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00702000,2026-05-07 20:14:25+00:00,702.0,3.91,3.86,3.9,0.10000014,2.6246758,3101.0,317.0,0.17069310760498052,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00703000,2026-05-07 19:45:44+00:00,703.0,4.08,3.99,4.03,0.14999986,3.81679,88.0,583.0,0.16931983032226564,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00704000,2026-05-07 18:27:53+00:00,704.0,4.25,4.12,4.16,0.119999886,2.9055662,33.0,127.0,0.16785500122070315,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00705000,2026-05-07 19:59:26+00:00,705.0,4.34,4.26,4.3,0.07000017,1.6393483,155.0,626.0,0.16648172393798832,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00706000,2026-05-07 19:07:28+00:00,706.0,4.65,4.41,4.45,0.20000029,4.4943886,14.0,496.0,0.1651694812011719,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00707000,2026-05-07 20:02:44+00:00,707.0,4.4,4.56,4.6,-0.089999676,-2.0044472,40.0,170.0,0.16379620391845706,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00708000,2026-05-07 19:57:56+00:00,708.0,4.85,4.71,4.76,0.27999973,6.126909,104.0,707.0,0.16245344390869143,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00709000,2026-05-07 18:44:52+00:00,709.0,5.34,4.87,4.92,0.62000036,13.135602,102.0,510.0,0.16104964935302735,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00710000,2026-05-07 20:12:43+00:00,710.0,5.09,5.04,5.08,0.1500001,3.0364392,1150.0,1892.0,0.1595237857055664,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00711000,2026-05-07 19:38:27+00:00,711.0,5.4,5.21,5.26,0.32999992,6.508874,19.0,657.0,0.15821154296875,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00712000,2026-05-07 19:46:13+00:00,712.0,5.48,5.4,5.44,0.05000019,0.92081386,79.0,407.0,0.15680774841308598,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00713000,2026-05-07 20:03:28+00:00,713.0,5.47,5.58,5.63,-0.13000011,-2.3214307,106.0,773.0,0.15543447113037112,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00714000,2026-05-07 20:14:55+00:00,714.0,5.78,5.78,5.82,0.17000008,3.0303044,78.0,375.0,0.15396964202880858,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00715000,2026-05-07 19:27:14+00:00,715.0,6.41,5.98,6.02,0.40999985,6.8333306,428.0,1205.0,0.15253533020019533,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00716000,2026-05-07 17:56:34+00:00,716.0,6.61,6.18,6.23,0.6500001,10.906041,13.0,427.0,0.1511315356445313,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00717000,2026-05-07 19:59:14+00:00,717.0,6.57,6.4,6.45,0.42000008,6.8292694,82.0,803.0,0.14972774108886722,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00718000,2026-05-07 19:47:42+00:00,718.0,6.87,6.63,6.67,0.28999996,4.4072943,51.0,631.0,0.1482323947143555,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00719000,2026-05-07 18:50:47+00:00,719.0,7.1,6.86,6.91,0.4699998,7.088986,3427.0,1119.0,0.1468743760681152,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00720000,2026-05-07 20:13:58+00:00,720.0,7.2,7.1,7.15,0.13999987,1.983001,524.0,1229.0,0.14539428833007811,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00721000,2026-05-07 19:26:41+00:00,721.0,7.89,7.35,7.41,0.5899997,8.082188,198.0,715.0,0.14405152832031248,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00722000,2026-05-07 19:26:41+00:00,722.0,8.16,7.61,7.67,0.7399998,9.9730425,127.0,443.0,0.14258669921875,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00723000,2026-05-07 19:59:27+00:00,723.0,8.1,7.88,7.94,0.3300004,4.247109,344.0,865.0,0.1411066114807129,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00724000,2026-05-07 19:56:44+00:00,724.0,8.51,8.16,8.22,0.47000027,5.8457747,259.0,1173.0,0.1396265237426758,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00725000,2026-05-07 20:14:51+00:00,725.0,8.47,8.45,8.51,0.3600006,4.438972,3825.0,951.0,0.13813117736816405,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00726000,2026-05-07 19:31:41+00:00,726.0,9.2,8.76,8.81,0.55999947,6.481475,143.0,338.0,0.13660531372070314,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00727000,2026-05-07 20:02:44+00:00,727.0,8.71,9.07,9.13,-0.17000008,-1.9144152,266.0,346.0,0.13517100189208986,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00728000,2026-05-07 19:43:29+00:00,728.0,9.7,9.4,9.45,0.47999954,5.2060685,331.0,309.0,0.1336146209716797,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00729000,2026-05-07 19:55:39+00:00,729.0,10.2,9.74,9.8,0.8699999,9.324758,268.0,406.0,0.13224134368896484,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00730000,2026-05-07 20:06:22+00:00,730.0,10.15,10.09,10.15,0.34999943,3.5714226,730.0,1047.0,0.1307154800415039,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00731000,2026-05-07 20:03:17+00:00,731.0,10.27,10.45,10.52,0.020000458,0.19512641,496.0,363.0,0.12925065093994142,False,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00732000,2026-05-07 20:10:50+00:00,732.0,10.89,10.83,10.9,0.3000002,2.8328629,449.0,929.0,0.1277553045654297,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00733000,2026-05-07 20:03:28+00:00,733.0,11.06,11.23,11.29,0.06000042,0.5454584,346.0,209.0,0.1261836650085449,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00734000,2026-05-07 19:59:14+00:00,734.0,11.9,11.64,11.7,0.54999924,4.845808,206.0,449.0,0.1246730599975586,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00735000,2026-05-07 19:57:45+00:00,735.0,12.49,12.06,12.13,0.75,6.388416,757.0,66.0,0.12320823089599611,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00736000,2026-05-07 20:14:56+00:00,736.0,12.5,12.5,12.56,0.5,4.1666665,71.0,43.0,0.12156029815673827,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00737000,2026-05-07 18:04:46+00:00,737.0,13.34,12.96,13.02,0.5100002,3.9750602,682.0,27.0,0.12006495178222655,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00738000,2026-05-07 16:12:04+00:00,738.0,13.38,13.42,13.49,0.4800005,3.7209342,9.0,133.0,0.11847805358886719,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00739000,2026-05-07 16:55:21+00:00,739.0,14.02,12.76,14.42,0.6700001,5.018727,15.0,84.0,0.1223842645263672,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00740000,2026-05-07 19:26:08+00:00,740.0,15.63,13.88,15.54,1.8100004,13.096965,95.0,67.0,0.12854875366210936,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00741000,2026-05-07 17:03:10+00:00,741.0,15.3,13.77,15.44,0.9899998,6.918237,5.0,23.0,0.11921046813964843,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00742000,2026-05-07 17:56:34+00:00,742.0,16.22,14.26,16.33,1.6199989,11.095882,23.0,22.0,0.12220116088867189,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00743000,2026-05-07 14:21:33+00:00,743.0,14.68,15.52,16.62,-1.0799999,-6.8527913,13.0,22.0,0.117196328125,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00744000,2026-05-07 18:58:18+00:00,744.0,17.28,15.39,18.02,0.9899998,6.0773463,24.0,101.0,0.12664142410278317,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00745000,2026-05-07 17:56:32+00:00,745.0,18.17,15.98,18.59,1.6000004,9.656007,28.0,21.0,0.12500875,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00746000,2026-05-07 19:58:37+00:00,746.0,18.59,16.6,18.2,1.0599995,6.0467734,1.0,2.0,0.10962804443359375,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00747000,2026-05-06 18:50:55+00:00,747.0,19.26,17.2,19.96,1.0,5.4764514,4.0,2.0,0.12421530090332032,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00748000,2026-05-06 18:58:27+00:00,748.0,18.7,17.88,20.62,0.0,0.0,,7.0,0.12317771362304689,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00749000,2026-05-06 18:58:42+00:00,749.0,19.35,18.52,21.29,0.0,0.0,,2.0,0.12204857452392578,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00750000,2026-05-07 17:13:21+00:00,750.0,20.83,19.21,21.98,1.2399998,6.3297586,6.0,17.0,0.12094995269775391,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00760000,2026-05-07 20:04:13+00:00,760.0,28.0,27.04,29.85,0.55999947,2.0408144,2.0,3.0,0.11332063446044921,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00780000,2026-05-06 19:59:12+00:00,780.0,45.4,46.52,49.34,0.0,0.0,,,0.14832394653320313,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00835000,2026-04-28 16:56:31+00:00,835.0,124.77,101.52,104.34,0.0,0.0,,0.0,0.2620923400878906,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260605P00845000,2026-04-28 16:56:31+00:00,845.0,134.79,111.52,114.34,0.0,0.0,,0.0,0.28089098022460934,True,REGULAR,USD,SPY,put,2026-06-05,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00635000,2026-05-04 15:06:43+00:00,635.0,90.56,99.08,102.5,0.0,0.0,1.0,3.0,0.4021971401977539,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00645000,2026-05-06 14:24:05+00:00,645.0,89.23,89.32,92.75,0.0,0.0,,5.0,0.3754945263671875,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00650000,2026-05-06 14:12:05+00:00,650.0,84.39,84.46,87.9,0.0,0.0,2.0,5.0,0.36237209899902345,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00655000,2026-05-04 19:33:23+00:00,655.0,68.41,79.68,83.07,0.0,0.0,,2.0,0.34943277526855465,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00660000,2026-05-06 15:02:51+00:00,660.0,77.67,74.86,78.27,0.75,0.975039,2.0,2.0,0.3367681069946289,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00665000,2026-05-05 14:13:49+00:00,665.0,63.42,70.07,73.49,0.0,0.0,3.0,4.0,0.32416447326660147,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00670000,2026-05-07 17:25:33+00:00,670.0,67.03,65.31,68.75,-0.13999939,-0.20842548,1.0,11.0,0.31189652954101554,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00675000,2026-05-04 15:40:27+00:00,675.0,63.85,60.68,64.05,13.849998,27.699997,1.0,3.0,0.2998727239990234,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00677000,2026-05-06 15:03:16+00:00,677.0,60.81,58.81,62.18,0.0,0.0,,1.0,0.2950815121459961,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00679000,2026-05-04 18:47:58+00:00,679.0,46.23,56.97,60.32,0.0,0.0,,4.0,0.29038185211181633,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00680000,2026-05-07 14:11:57+00:00,680.0,60.02,56.01,59.28,3.6399994,6.456189,2.0,12.0,0.2862925375366211,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00682000,2026-05-05 14:58:17+00:00,682.0,48.01,54.05,57.54,0.0,0.0,,3.0,0.28330184478759757,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00684000,2026-05-07 15:10:16+00:00,684.0,57.26,52.29,55.71,0.98999786,1.7593707,2.0,3.0,0.2788158056640625,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00685000,2026-05-07 16:34:56+00:00,685.0,54.54,51.66,54.79,1.6399994,3.1001878,9.0,5.0,0.2764659756469726,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00686000,2026-05-05 15:16:26+00:00,686.0,52.11,50.44,53.88,7.1000023,15.774279,2.0,1.0,0.2742076974487304,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00687000,2026-05-04 18:47:58+00:00,687.0,52.23,49.53,52.97,12.869999,32.698166,1.0,4.0,0.2719494192504882,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00688000,2026-05-06 14:13:59+00:00,688.0,48.66,48.56,52.06,0.0,0.0,,22.0,0.2696606237792969,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00690000,2026-05-07 19:57:40+00:00,690.0,47.98,46.78,50.26,0.52000046,1.0956604,1.0,75.0,0.265281395111084,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00691000,2026-05-06 18:19:18+00:00,691.0,48.61,45.92,49.36,0.0,0.0,1.0,51.0,0.2630383755493164,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00692000,2026-05-01 16:47:21+00:00,692.0,38.51,45.07,48.46,0.0,0.0,2.0,1.0,0.2607800973510742,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00693000,2026-05-07 14:23:53+00:00,693.0,48.17,44.24,47.57,10.07,26.430447,2.0,2.0,0.2586133709716797,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00694000,2026-05-07 17:51:37+00:00,694.0,43.12,43.25,46.68,-2.3300018,-5.126517,2.0,2.0,0.25641612731933594,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00695000,2026-05-07 19:36:46+00:00,695.0,43.38,42.36,45.8,5.3500023,14.067848,3.0,16.0,0.25431043548583987,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260612C00696000,2026-05-05 19:34:47+00:00,696.0,37.95,41.48,44.92,0.0,0.0,,9.0,0.2521742263793946,True,REGULAR,USD,SPY,call,2026-06-12,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
