contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,underlying_symbol,option_type,expiration_date,quote_timestamp,downloaded_at,source
SPY260529P00632000,2026-05-06 18:33:45+00:00,632.0,0.38,0.33,0.35,0.0,0.0,95.0,700.0,0.28321029296874994,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00633000,2026-05-07 20:13:59+00:00,633.0,0.34,0.34,0.36,-0.099999994,-22.72727,171.0,488.0,0.28174546386718746,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00634000,2026-05-07 17:56:32+00:00,634.0,0.39,0.35,0.36,-0.01000002,-2.500005,3.0,305.0,0.2790599438476562,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00635000,2026-05-07 20:01:56+00:00,635.0,0.37,0.36,0.37,-0.03999999,-9.756095,255.0,4238.0,0.2775951147460937,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00636000,2026-05-07 19:24:53+00:00,636.0,0.42,0.36,0.38,-0.01000002,-2.325586,4.0,754.0,0.2761302856445312,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00637000,2026-05-07 19:52:03+00:00,637.0,0.39,0.37,0.39,-0.030000001,-7.1428576,39.0,610.0,0.2745433874511719,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00638000,2026-05-07 19:52:03+00:00,638.0,0.4,0.38,0.39,-0.030000001,-6.976744,257.0,896.0,0.27197993652343744,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00639000,2026-05-07 16:15:30+00:00,639.0,0.45,0.39,0.4,-0.050000012,-10.000002,84.0,870.0,0.27027096923828126,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00640000,2026-05-07 20:09:58+00:00,640.0,0.4,0.4,0.41,-0.03999999,-9.090907,293.0,14907.0,0.26868407104492187,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00641000,2026-05-07 17:55:54+00:00,641.0,0.46,0.41,0.42,0.01000002,2.2222269,7.0,352.0,0.26709717285156254,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00642000,2026-05-07 16:36:23+00:00,642.0,0.44,0.41,0.43,-0.060000002,-12.0,4.0,458.0,0.26538820556640624,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00643000,2026-05-07 15:49:33+00:00,643.0,0.47,0.42,0.44,-0.00999999,-2.0833313,5.0,510.0,0.26367923828125,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00644000,2026-05-07 19:22:57+00:00,644.0,0.49,0.43,0.45,-0.00999999,-1.9999981,10.0,16066.0,0.26197027099609377,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00645000,2026-05-07 19:35:41+00:00,645.0,0.46,0.44,0.46,-0.03999999,-7.999998,318.0,10961.0,0.2602613037109375,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00646000,2026-05-07 17:43:14+00:00,646.0,0.51,0.45,0.47,-0.00999999,-1.9230752,19.0,3278.0,0.25830819824218754,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00647000,2026-05-07 19:38:08+00:00,647.0,0.49,0.46,0.48,-0.050000012,-9.259261,47.0,676.0,0.25659923095703124,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00648000,2026-05-07 19:38:27+00:00,648.0,0.51,0.48,0.49,-0.01999998,-3.7735815,6.0,962.0,0.25476819458007816,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00649000,2026-05-07 19:59:43+00:00,649.0,0.5,0.49,0.5,-0.04000002,-7.4074106,104.0,19827.0,0.252937158203125,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00650000,2026-05-07 19:59:30+00:00,650.0,0.51,0.5,0.52,-0.07999998,-13.5593195,1518.0,26845.0,0.2518385363769531,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00651000,2026-05-07 18:18:38+00:00,651.0,0.53,0.51,0.53,-0.110000014,-17.187504,29.0,1071.0,0.24988543090820312,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00652000,2026-05-07 19:48:59+00:00,652.0,0.55,0.52,0.54,-0.03999996,-6.779655,13.0,2078.0,0.24793232543945312,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00653000,2026-05-07 18:53:34+00:00,653.0,0.59,0.54,0.55,-0.030000031,-4.8387146,78.0,3676.0,0.24597921997070313,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00654000,2026-05-07 16:36:20+00:00,654.0,0.57,0.55,0.57,-0.07999998,-12.30769,86.0,1329.0,0.2447585290527344,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00655000,2026-05-07 20:02:44+00:00,655.0,0.55,0.56,0.58,-0.099999964,-15.38461,267.0,5317.0,0.24268335449218748,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00656000,2026-05-07 18:13:53+00:00,656.0,0.62,0.58,0.6,-0.04000002,-6.060609,19.0,722.0,0.24146266357421875,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00657000,2026-05-07 16:21:28+00:00,657.0,0.69,0.59,0.61,-0.00999999,-1.42857,139.0,992.0,0.23938748901367185,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00658000,2026-05-07 18:48:05+00:00,658.0,0.69,0.61,0.63,0.00999999,1.4705868,6.0,1085.0,0.23792265991210934,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00659000,2026-05-07 17:58:09+00:00,659.0,0.69,0.62,0.64,0.0,0.0,21.0,868.0,0.23584748535156247,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00660000,2026-05-07 19:54:40+00:00,660.0,0.68,0.64,0.66,-0.060000002,-8.108108,475.0,26928.0,0.23438265625,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00661000,2026-05-07 20:03:19+00:00,661.0,0.63,0.66,0.68,-0.13,-17.105263,36.0,2195.0,0.23279575805664063,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00662000,2026-05-07 17:55:57+00:00,662.0,0.76,0.68,0.7,-0.00999999,-1.2987001,23.0,822.0,0.23120885986328127,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00663000,2026-05-07 17:08:58+00:00,663.0,0.79,0.7,0.72,0.0,0.0,25.0,1056.0,0.22962196166992188,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00664000,2026-05-07 19:43:36+00:00,664.0,0.77,0.72,0.74,-0.02000004,-2.5316505,138.0,1065.0,0.22791299438476562,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00665000,2026-05-07 20:01:56+00:00,665.0,0.78,0.74,0.76,-0.08000004,-9.30233,3204.0,15064.0,0.22620402709960938,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00666000,2026-05-07 20:03:46+00:00,666.0,0.76,0.76,0.78,-0.100000024,-11.627909,62.0,3250.0,0.22449505981445309,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00667000,2026-05-07 19:43:36+00:00,667.0,0.83,0.78,0.8,-0.060000002,-6.7415733,190.0,1490.0,0.22278609252929685,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00668000,2026-05-07 17:48:50+00:00,668.0,0.92,0.81,0.83,0.02000004,2.2222269,69.0,1153.0,0.22144333251953124,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00669000,2026-05-07 17:58:09+00:00,669.0,0.9,0.83,0.85,-0.050000012,-5.263159,65.0,4927.0,0.2196122961425781,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00670000,2026-05-07 20:13:59+00:00,670.0,0.88,0.86,0.88,-0.060000002,-6.382979,6722.0,24944.0,0.21820850158691402,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00671000,2026-05-06 20:14:55+00:00,671.0,0.98,0.88,0.91,0.0,0.0,61.0,6226.0,0.21680470703125,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00672000,2026-05-07 18:07:37+00:00,672.0,0.96,0.91,0.93,-0.050000012,-4.950496,174.0,1207.0,0.21479056701660154,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00673000,2026-05-07 20:00:48+00:00,673.0,0.99,0.94,0.96,-0.08000004,-7.476639,96.0,1425.0,0.21326470336914063,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00674000,2026-05-07 20:07:43+00:00,674.0,0.98,0.97,1.0,-0.07999992,-7.547163,30.0,1030.0,0.21210504699707028,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00675000,2026-05-07 20:13:52+00:00,675.0,1.03,1.0,1.03,-0.08000004,-7.2072105,55584.0,9254.0,0.2104571142578125,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00676000,2026-05-07 19:20:51+00:00,676.0,1.16,1.04,1.06,0.00999999,0.8695644,26.0,1033.0,0.2087481469726562,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00677000,2026-05-07 19:43:19+00:00,677.0,1.12,1.07,1.1,-0.07000005,-5.882357,135.0,1667.0,0.2074053869628906,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00678000,2026-05-07 19:59:29+00:00,678.0,1.12,1.11,1.13,-0.09000003,-7.4380193,22.0,907.0,0.20557435058593748,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00679000,2026-05-07 18:09:26+00:00,679.0,1.2,1.15,1.17,-0.049999952,-3.9999962,150.0,1323.0,0.20410952148437497,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00680000,2026-05-07 20:06:04+00:00,680.0,1.2,1.19,1.21,-0.099999905,-7.692301,674.0,35994.0,0.20264469238281246,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00681000,2026-05-07 17:56:35+00:00,681.0,1.35,1.23,1.26,0.01999998,1.503758,29.0,2006.0,0.20142400146484374,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00682000,2026-05-07 20:11:50+00:00,682.0,1.29,1.27,1.29,-0.100000024,-7.194246,115.0,1920.0,0.1994098614501953,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00683000,2026-05-07 20:04:25+00:00,683.0,1.25,1.32,1.35,-0.17999995,-12.587409,10.0,1590.0,0.1984333087158203,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00684000,2026-05-07 17:54:08+00:00,684.0,1.57,1.37,1.39,0.08000004,5.36913,228.0,1817.0,0.1966633068847656,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00685000,2026-05-07 20:12:21+00:00,685.0,1.44,1.42,1.44,-0.099999905,-6.4935,2018.0,7672.0,0.19519847778320312,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00686000,2026-05-07 20:14:38+00:00,686.0,1.48,1.47,1.5,-0.120000005,-7.5,6675.0,10553.0,0.1939777868652344,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00687000,2026-05-07 20:05:21+00:00,687.0,1.52,1.52,1.55,-0.110000014,-6.7484674,48.0,16078.0,0.19232985412597658,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00688000,2026-05-07 20:08:28+00:00,688.0,1.6,1.58,1.61,-0.09000003,-5.3254457,192.0,11989.0,0.1909260595703125,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00689000,2026-05-07 19:46:08+00:00,689.0,1.69,1.64,1.67,-0.01999998,-1.1695895,122.0,1297.0,0.18952226501464847,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00690000,2026-05-07 20:06:23+00:00,690.0,1.71,1.7,1.73,-0.110000014,-6.0439568,4480.0,20380.0,0.18793536682128903,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00691000,2026-05-07 20:06:50+00:00,691.0,1.79,1.77,1.8,-0.04000008,-2.1857967,93.0,1695.0,0.18665364135742188,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00692000,2026-05-07 19:59:14+00:00,692.0,1.87,1.84,1.87,-0.01999998,-1.0582,34.0,1923.0,0.18524984680175777,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00693000,2026-05-07 20:07:43+00:00,693.0,1.92,1.91,1.94,-0.03000009,-1.5384661,154.0,1409.0,0.18372398315429686,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00694000,2026-05-07 19:31:04+00:00,694.0,2.15,1.98,2.01,0.10000014,4.878056,268.0,1611.0,0.18219811950683595,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00695000,2026-05-07 20:14:29+00:00,695.0,2.09,2.06,2.09,-0.07000017,-3.2407486,5882.0,7811.0,0.18079432495117187,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00696000,2026-05-07 19:46:06+00:00,696.0,2.2,2.14,2.17,0.03999996,1.85185,113.0,2172.0,0.17932949584960936,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00697000,2026-05-07 20:07:43+00:00,697.0,2.25,2.22,2.26,0.029999971,1.3513501,156.0,3800.0,0.17798673583984376,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00698000,2026-05-07 19:31:04+00:00,698.0,2.5,2.31,2.34,0.17000008,7.2961407,241.0,1532.0,0.17633880310058597,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00699000,2026-05-07 20:00:51+00:00,699.0,2.52,2.4,2.44,0.03999996,1.6129017,279.0,2031.0,0.17505707763671874,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00700000,2026-05-07 20:13:49+00:00,700.0,2.54,2.5,2.53,0.00999999,0.39525655,9776.0,51012.0,0.17347017944335938,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00701000,2026-05-07 19:31:03+00:00,701.0,2.68,2.59,2.63,0.029999971,1.1320744,239.0,1457.0,0.1720053503417969,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00702000,2026-05-07 19:53:53+00:00,702.0,2.85,2.7,2.74,0.18999982,7.14285,177.0,665.0,0.1706625903320313,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00703000,2026-05-07 20:13:16+00:00,703.0,2.89,2.81,2.84,0.13000011,4.7101493,698.0,874.0,0.16901465759277345,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00704000,2026-05-07 19:58:29+00:00,704.0,3.02,2.92,2.96,0.01999998,0.66666603,444.0,3050.0,0.16767189758300782,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00705000,2026-05-07 20:13:06+00:00,705.0,3.1,3.04,3.08,0.01999998,0.64935005,6521.0,8884.0,0.16620706848144534,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00706000,2026-05-07 19:42:23+00:00,706.0,3.3,3.16,3.2,0.07999992,2.4844697,654.0,1375.0,0.16465068756103518,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00707000,2026-05-07 19:59:10+00:00,707.0,3.34,3.29,3.33,0.109999895,3.4055696,487.0,1221.0,0.16315534118652347,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00708000,2026-05-07 20:14:52+00:00,708.0,3.44,3.43,3.46,0.08000016,2.3809574,601.0,707.0,0.16156844299316403,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00709000,2026-05-07 20:11:35+00:00,709.0,3.61,3.57,3.61,0.119999886,3.4383922,840.0,4233.0,0.16025620025634768,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00710000,2026-05-07 20:13:52+00:00,710.0,3.78,3.71,3.75,0.03999996,1.0695177,59592.0,46828.0,0.15863878479003907,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00711000,2026-05-07 19:31:04+00:00,711.0,4.16,3.87,3.91,0.38999987,10.344824,223.0,2223.0,0.157234990234375,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00712000,2026-05-07 19:31:04+00:00,712.0,4.33,4.03,4.07,0.37999988,9.62025,513.0,1359.0,0.15570912658691405,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00713000,2026-05-07 20:09:06+00:00,713.0,4.27,4.19,4.23,0.19000006,4.656864,472.0,2874.0,0.15406119384765626,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00714000,2026-05-07 20:04:13+00:00,714.0,4.28,4.37,4.41,-0.07999992,-1.8348606,218.0,3038.0,0.152626882019043,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00715000,2026-05-07 20:06:40+00:00,715.0,4.58,4.55,4.59,0.119999886,2.6905804,11233.0,10977.0,0.15107050109863285,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00716000,2026-05-07 20:14:38+00:00,716.0,4.76,4.74,4.79,0.14000034,3.0303106,6984.0,1455.0,0.14966670654296876,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00717000,2026-05-07 20:03:45+00:00,717.0,4.89,4.94,4.99,-0.010000229,-0.2040863,357.0,951.0,0.14814084289550783,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00718000,2026-05-07 20:09:29+00:00,718.0,5.24,5.15,5.2,0.18999958,3.7623677,920.0,1313.0,0.14661497924804687,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00719000,2026-05-07 20:09:06+00:00,719.0,5.45,5.37,5.42,0.28999996,5.6201544,1180.0,413.0,0.14508911560058596,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00720000,2026-05-07 20:09:17+00:00,720.0,5.67,5.6,5.64,0.11000013,1.9784197,13952.0,5494.0,0.14344118286132812,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00721000,2026-05-07 20:13:52+00:00,721.0,5.93,5.83,5.88,0.19000006,3.3101056,171.0,1032.0,0.14191531921386719,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00722000,2026-05-07 20:13:52+00:00,722.0,6.17,6.08,6.13,0.32999992,5.6506834,784.0,1654.0,0.14035893829345703,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00723000,2026-05-07 19:52:03+00:00,723.0,6.67,6.34,6.39,0.5799999,9.5238085,281.0,1125.0,0.1387720401000977,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00724000,2026-05-07 20:04:00+00:00,724.0,6.63,6.61,6.66,0.3000002,4.7393394,501.0,1009.0,0.1371851419067383,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00725000,2026-05-07 20:05:48+00:00,725.0,6.95,6.89,6.94,0.3499999,5.303029,1453.0,3295.0,0.13553720916748052,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00726000,2026-05-07 20:02:44+00:00,726.0,7.04,7.19,7.24,-0.05000019,-0.7052213,93.0,154.0,0.13401134552001953,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00727000,2026-05-07 19:43:17+00:00,727.0,7.8,7.5,7.55,0.41000032,5.5480423,595.0,808.0,0.1324091886901856,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00728000,2026-05-07 19:56:13+00:00,728.0,8.26,7.82,7.88,0.8100004,10.87249,421.0,392.0,0.1308985836791992,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00729000,2026-05-07 20:02:40+00:00,729.0,8.13,8.16,8.21,0.4000001,5.1746454,591.0,843.0,0.12915909912109375,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00730000,2026-05-07 20:14:42+00:00,730.0,8.54,8.51,8.57,0.46000004,5.69307,2384.0,1309.0,0.1276332354736328,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00731000,2026-05-07 20:14:36+00:00,731.0,8.92,8.88,8.94,0.52000046,6.190482,683.0,838.0,0.1260310786437988,False,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00732000,2026-05-07 20:10:25+00:00,732.0,9.37,9.26,9.32,0.5500002,6.23583,1428.0,624.0,0.1243373699951172,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00733000,2026-05-07 20:13:20+00:00,733.0,9.77,9.66,9.72,0.5100002,5.5075617,848.0,1554.0,0.12265891998291016,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00734000,2026-05-07 19:31:19+00:00,734.0,10.57,10.08,10.14,0.9200001,9.53368,996.0,294.0,0.12101098724365235,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00735000,2026-05-07 20:07:39+00:00,735.0,10.6,10.52,10.58,0.4800005,4.743088,1258.0,511.0,0.11939357177734375,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00736000,2026-05-07 20:02:44+00:00,736.0,10.72,10.98,11.04,0.3699999,3.574878,110.0,250.0,0.11777615631103515,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00737000,2026-05-07 19:40:22+00:00,737.0,11.77,11.45,11.51,0.62000084,5.560546,406.0,295.0,0.11600615447998047,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00738000,2026-05-07 19:56:09+00:00,738.0,12.62,11.55,12.35,1.1700001,10.218342,58.0,421.0,0.11921046813964843,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00739000,2026-05-07 16:00:33+00:00,739.0,12.08,11.29,12.92,0.07999992,0.66666603,187.0,77.0,0.11835598449707031,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00740000,2026-05-07 20:04:49+00:00,740.0,12.59,12.66,13.45,0.39000034,3.1967242,1116.0,543.0,0.11664701721191406,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260529P00741000,2026-05-07 20:14:56+00:00,741.0,13.49,12.31,14.91,0.48999977,3.769229,33.0,17.0,0.12839616729736325,True,REGULAR,USD,SPY,put,2026-05-29,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
