date,asset,ticker,open,high,low,close,adj_close,volume,price_used,return_1d,log_return_1d,return_5d,return_20d,volatility_5d,volatility_20d,volatility_60d,volatility_5d_ann,volatility_20d_ann,volatility_60d_ann,hl_range,co_return,oc_gap
2025-12-11,SP500_INDEX,^GSPC,6861.2998046875,6903.4599609375,6833.4501953125,6901.0,6901.0,5021060000.0,6901.0,0.002079350841514227,0.00207719198371703,0.006399170798031317,0.007309978615440249,0.0038102942880280416,0.008237130357835552,0.007841924898452864,0.06048654664855267,0.1307603906619201,0.12448669848811034,0.01020357186216681,0.005786104155567963,-0.003685429037783181
2025-12-12,SP500_INDEX,^GSPC,6886.85009765625,6899.85009765625,6801.7900390625,6827.41015625,6827.41015625,4910160000.0,6827.41015625,-0.010663649289958,-0.010720913458554537,-0.006257240729041769,0.013346204409503182,0.006510105732819488,0.007675043801440405,0.007961104339606485,0.1033447246666576,0.12183754320083466,0.12637861346421517,0.014238738640052881,-0.00863093294661354,-0.0020504133232502534
2025-12-15,SP500_INDEX,^GSPC,6860.18994140625,6861.58984375,6801.490234375,6816.509765625,6816.509765625,4975600000.0,6816.509765625,-0.0015965630269072495,-0.0015978388918367072,-0.00438179467012878,0.01223619810437726,0.006402508962467462,0.007687699939390643,0.007944448012576573,0.10163667888930648,0.1220384531622838,0.12611420246975372,0.0087606334355635,-0.006367196266331968,0.004801203444067657
2025-12-16,SP500_INDEX,^GSPC,6800.1201171875,6819.27001953125,6759.740234375,6800.259765625,6800.259765625,4983180000.0,6800.259765625,-0.0023839179519623555,-0.00238676400843967,-0.005884064401496025,0.01916093381268591,0.006437933661024763,0.007374465102018214,0.007934492187176857,0.10219902854521877,0.11706600427238857,0.12595615864112952,0.008754225532838273,2.0536172169523085e-05,-0.0024044047468620103
2025-12-17,SP500_INDEX,^GSPC,6802.8798828125,6812.259765625,6720.43017578125,6721.43017578125,6721.43017578125,5122120000.0,6721.43017578125,-0.011592143912241393,-0.01165985661137129,-0.023995596685489118,0.015733008880946864,0.006030579419727399,0.0076306698860076965,0.00804913760565213,0.09573248043733742,0.12113312913123572,0.12777609823856054,0.013498634611461799,-0.011972827454595072,0.0003852966324528618
2025-12-18,SP500_INDEX,^GSPC,6778.06005859375,6816.1298828125,6758.5,6774.759765625,6774.759765625,5101190000.0,6774.759765625,0.007934262269941872,0.007902951520479156,-0.018293034976815004,0.01996332612519569,0.007959654746240533,0.007771004721692072,0.008100506725987663,0.1263556018829243,0.12336087558423554,0.12859155774341635,0.008502415486778162,-0.000486908192052036,0.008425272796338729
2025-12-19,SP500_INDEX,^GSPC,6792.6201171875,6840.02001953125,6792.6201171875,6834.5,6834.5,8554470000.0,6834.5,0.008818059450332205,0.008779407421828872,0.0010384382346664278,0.04522879643472133,0.008419043563877264,0.006882426148930574,0.008141520747903109,0.13364817328222905,0.10925512804102973,0.1292426351569453,0.00697814709581846,0.006165497567945911,0.0026363077334672557
2025-12-22,SP500_INDEX,^GSPC,6865.2099609375,6882.02978515625,6855.740234375,6878.490234375,6878.490234375,4465030000.0,6878.490234375,0.006436496360377575,0.006415870575561936,0.009092698592256365,0.04172352074152008,0.008745864830834307,0.0067273767985893025,0.008147686548597294,0.13883630005544137,0.10679379590935893,0.1293405142085677,0.003829387728974854,0.0019344307767808562,0.004493373463676933
2025-12-23,SP500_INDEX,^GSPC,6872.41015625,6910.8798828125,6868.81005859375,6909.7900390625,6909.7900390625,3820560000.0,6909.7900390625,0.004550388765703239,0.004540067046788208,0.016106777860335653,0.03052442287355328,0.008458729056051691,0.005996759466697167,0.008159550762575761,0.13427816093993344,0.09519560532691815,0.1295288527666974,0.006121553175997549,0.0054391228059206395,-0.0008839262567554483
2025-12-24,SP500_INDEX,^GSPC,6904.91015625,6937.31982421875,6904.91015625,6932.0498046875,6932.0498046875,1798270000.0,6932.0498046875,0.0032214822012188726,0.003216304344700708,0.03133553773498354,0.02455998698663353,0.0023050800218090144,0.005749132846231391,0.008154068326855253,0.03659201093885997,0.09126465459240723,0.12944182179772523,0.004693713203409938,0.003930485382627965,-0.0007062273650737567
