generated_at_utc,download_start_date,final_start_date,final_end_date,n_rows_long,n_unique_dates,n_assets,assets,duplicates_date_asset
2026-05-06T01:37:16,2010-01-01,2010-09-09,2026-05-05,19695,3939,5,"GLD, GOLD_FUTURES, SP500_INDEX, SPY, VOO",0
